"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 12 23:00:51 GMT 2025","Sat Jul 12 23:00:59 GMT 2025","7303","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchAndPickSuggestion","Type name of the item in the search field, check that dropdown is visible, click on the appeared option, check url and subtitle",""
"broken","Sat Jul 12 23:05:13 GMT 2025","Sat Jul 12 23:05:28 GMT 2025","15642","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithInvalidPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, invalid password, click 'Sign In' button and check message",""
"failed","Sat Jul 12 23:02:39 GMT 2025","Sat Jul 12 23:03:05 GMT 2025","26213","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","checkAndChangeAmount","On current item's page check that you can't change amount of item before you choose size, than change amount of item and check it",""
"passed","Sat Jul 12 22:55:53 GMT 2025","Sat Jul 12 22:55:53 GMT 2025","481","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndCheckCart","Add item to the cart, check status code, response body, go to the cart and compare cart id",""
"passed","Sat Jul 12 22:55:51 GMT 2025","Sat Jul 12 22:55:52 GMT 2025","767","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndChangeAmountForInvalidValue","Add item to the cart, change amount of added to the cart item for negative and check status code",""
"broken","Sat Jul 12 22:57:48 GMT 2025","Sat Jul 12 22:58:24 GMT 2025","35651","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemCheckPriceInBagAndCheckout","Add item to the bag, click on 'Let's Check Out' button and check that price in the bag page is the same as in checkout page",""
"passed","Sat Jul 12 22:55:51 GMT 2025","Sat Jul 12 22:55:51 GMT 2025","147","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postForValidGuestToken","Post request for guest token for authorization and check status code",""
"broken","Sat Jul 12 22:56:01 GMT 2025","Sat Jul 12 22:56:37 GMT 2025","36030","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemAndGoToCheckOut","Add item to the bag, click on 'Let's Check Out' button and check url and page's title",""
"passed","Sat Jul 12 22:56:37 GMT 2025","Sat Jul 12 22:56:42 GMT 2025","5230","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","goToBagCheckHeaderAndUrl","Click on bag button, check text of page's header and url",""
"passed","Sat Jul 12 22:55:57 GMT 2025","Sat Jul 12 22:55:57 GMT 2025","122","","API.Tests.CartTests","","API.Tests.CartTests","addItemUsingInvalidPath","Add item to the cart with invalid path and check status code",""
"broken","Sat Jul 12 22:59:26 GMT 2025","Sat Jul 12 22:59:43 GMT 2025","17399","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemFromPageAddToBagCheckItemAndShipping","Add item to the bag from section of items in current item's page, which price is less than 75$, check that items name and price from section page and bag are identical and check status and value of shipping progress bar",""
"passed","Sat Jul 12 23:00:19 GMT 2025","Sat Jul 12 23:00:27 GMT 2025","7554","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithoutBirthDate","Type valid email, first name, last name, password, confirm password, pick birth date and check message and 'Create Account' button status",""
"broken","Sat Jul 12 22:58:59 GMT 2025","Sat Jul 12 22:59:26 GMT 2025","27133","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemUsingSearchAndCheckItemAndShipping","Add item to the bag, using search and quick shop, which price is bigger than 75$, check that items name and price from search and bag are identical and check status of shipping progress bar",""
"passed","Sat Jul 12 22:55:52 GMT 2025","Sat Jul 12 22:55:53 GMT 2025","715","","API.Tests.CartTests","","API.Tests.CartTests","deleteItemWhichIsNotInTheCart","Add item to the cart, delete it using empty itemID and check status code",""
"passed","Sat Jul 12 22:55:56 GMT 2025","Sat Jul 12 22:55:56 GMT 2025","177","","API.Tests.CartTests","","API.Tests.CartTests","addItemWithNonExistingID","Add item to the cart with non-existing ID and check status code",""
"passed","Sat Jul 12 23:00:11 GMT 2025","Sat Jul 12 23:00:19 GMT 2025","7908","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithInvalidEmail","Type invalid email, valid first name, valid last name, password, confirm password, pick birth date, click 'I accept' checkbox and check message and 'Create Account' button status",""
"broken","Sat Jul 12 23:03:05 GMT 2025","Sat Jul 12 23:03:33 GMT 2025","27893","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeAndAddItemToBagAndCheckTransition","On current item's page pick size, click 'Add to bag', get info about added to bag item, check that added to bag modal has appeared, then go to basket and check url and compare info about item",""
"broken","Sat Jul 12 22:58:24 GMT 2025","Sat Jul 12 22:58:59 GMT 2025","34734","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemRemoveItAndCheck","Add item to the bag, remove it and check that that bag is empty",""
"passed","Sat Jul 12 22:55:59 GMT 2025","Sat Jul 12 22:55:59 GMT 2025","139","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsUsingEmptyQuery","Search all items using empty query and check status code",""
"passed","Sat Jul 12 22:55:59 GMT 2025","Sat Jul 12 22:55:59 GMT 2025","494","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByName","Search all items by name and check status code",""
"passed","Sat Jul 12 23:04:12 GMT 2025","Sat Jul 12 23:04:20 GMT 2025","7957","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","goToMeansJeans","Move cursor to Men's section, click on Jeans link, check url and subtitle",""
"passed","Sat Jul 12 23:01:20 GMT 2025","Sat Jul 12 23:01:26 GMT 2025","5610","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","typeWithMistakeAndCheckSuggestion","Type the name of the item in the search field and make mistake in one letter - check that item with correct name has appeared in dropdown",""
"passed","Sat Jul 12 23:04:42 GMT 2025","Sat Jul 12 23:04:58 GMT 2025","15458","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","goToCurrentItemsPage","On 'Men's Jeans' page scroll to the first item, move cursor to it, click and check url",""
"passed","Sat Jul 12 22:55:59 GMT 2025","Sat Jul 12 22:55:59 GMT 2025","125","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByNameUsingInvalidPath","Search all items by name using invalid path and check status code",""
"passed","Sat Jul 12 22:59:43 GMT 2025","Sat Jul 12 22:59:51 GMT 2025","7712","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithTooBigPassword","Type valid email, first name, last name, invalid password, confirm invalid password, pick birth date, click 'I accept' checkbox and check message and 'Create Account' button status",""
"passed","Sat Jul 12 22:55:48 GMT 2025","Sat Jul 12 22:55:48 GMT 2025","304","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidAuthValue","Post request for guest token for authorization using invalid Authorization header value and check status code",""
"broken","Sat Jul 12 22:59:51 GMT 2025","Sat Jul 12 23:00:11 GMT 2025","20180","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","successfulCreation","Successful creation of an account test (fill all necessary field with valid fields pick birth date and agree with policies)",""
"passed","Sat Jul 12 22:55:53 GMT 2025","Sat Jul 12 22:55:53 GMT 2025","155","","API.Tests.CartTests","","API.Tests.CartTests","addMoreItemsThanPossible","Add more then 10 amount of one item to the cart and check status code",""
"broken","Sat Jul 12 23:03:49 GMT 2025","Sat Jul 12 23:04:12 GMT 2025","23615","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickFilterAndCheckboxAndDisableFilter","On 'Men's Jeans' page pick filter size, check that it is visible, pick one checkbox, check that it is checked and disable it by clicking on appeared filter button",""
"passed","Sat Jul 12 22:55:57 GMT 2025","Sat Jul 12 22:55:58 GMT 2025","959","","API.Tests.CartTests","","API.Tests.CartTests","addItemDeleteItAndCheckCart","Add item to the cart, delete it, check that there is no deleted item in the cart and status code",""
"passed","Sat Jul 12 23:00:27 GMT 2025","Sat Jul 12 23:00:32 GMT 2025","5201","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","transitionToCreateAnAccountPage","Go to 'Create an Account' page and check url and page's header text",""
"passed","Sat Jul 12 22:55:57 GMT 2025","Sat Jul 12 22:55:57 GMT 2025","489","","API.Tests.CartTests","","API.Tests.CartTests","addItemCheckCartIDAndItemPresence","Add item to the cart, check status code, check response body and check that item is in the cart",""
"passed","Sat Jul 12 22:55:49 GMT 2025","Sat Jul 12 22:55:50 GMT 2025","1384","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidContentType","Post request for guest token for authorization using invalid value for grant type and check status code",""
"passed","Sat Jul 12 22:55:59 GMT 2025","Sat Jul 12 22:56:01 GMT 2025","1380","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByNameAndCheckNames","Search all items by name, check that their names contain the requested text and check status code",""
