"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 15 22:09:48 GMT 2025","Tue Jul 15 22:09:59 GMT 2025","11411","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickRadioOnlineOnly","On 'Men's Jeans' page click on 'Online Exclusives' radio and check its state",""
"passed","Tue Jul 15 22:05:19 GMT 2025","Tue Jul 15 22:05:20 GMT 2025","754","","API.Tests.CartTests","","API.Tests.CartTests","deleteItemWhichIsNotInTheCart","Add item to the cart, delete it using empty itemID and check status code",""
"broken","Tue Jul 15 22:10:34 GMT 2025","Tue Jul 15 22:10:37 GMT 2025","2986","","UI.Tests.SingInTests","","UI.Tests.SingInTests","forgotPasswordCheckWithValidPassword","Go to 'Sign In' modal inside 'Account' modal, type valid password, click 'Forgot Password' button and check message",""
"broken","Tue Jul 15 22:09:14 GMT 2025","Tue Jul 15 22:09:24 GMT 2025","9908","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeAndAddItemToBag","On current item's page pick size, click 'Add to bag' and check that 'Added to Bag' modal has appeared",""
"broken","Tue Jul 15 22:06:06 GMT 2025","Tue Jul 15 22:06:13 GMT 2025","7203","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemCheckPriceInBagAndCheckout","Add item to the bag, click on 'Let's Check Out' button and check that price in the bag page is the same as in checkout page",""
"broken","Tue Jul 15 22:10:37 GMT 2025","Tue Jul 15 22:10:41 GMT 2025","4085","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithInvalidPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, invalid password, click 'Sign In' button and check message",""
"passed","Tue Jul 15 22:05:25 GMT 2025","Tue Jul 15 22:05:25 GMT 2025","151","","API.Tests.CartTests","","API.Tests.CartTests","addItemUsingInvalidPath","Add item to the cart with invalid path and check status code",""
"passed","Tue Jul 15 22:05:14 GMT 2025","Tue Jul 15 22:05:14 GMT 2025","309","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidAuthValue","Post request for guest token for authorization using invalid Authorization header value and check status code",""
"passed","Tue Jul 15 22:05:24 GMT 2025","Tue Jul 15 22:05:24 GMT 2025","229","","API.Tests.CartTests","","API.Tests.CartTests","addItemWithNonExistingID","Add item to the cart with non-existing ID and check status code",""
"broken","Tue Jul 15 22:09:31 GMT 2025","Tue Jul 15 22:09:41 GMT 2025","9417","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","checkAndChangeAmount","On current item's page check that you can't change amount of item before you choose size, than change amount of item and check it",""
"broken","Tue Jul 15 22:10:24 GMT 2025","Tue Jul 15 22:10:34 GMT 2025","10108","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","goToCurrentItemsPage","On 'Men's Jeans' page scroll to the first item, move cursor to it, click and check url",""
