"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 13 11:59:11 GMT 2025","Sun Jul 13 11:59:11 GMT 2025","466","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndChangeAmount","Add item to the cart, change amount of added to the cart item and check status code",""
"passed","Sun Jul 13 11:59:14 GMT 2025","Sun Jul 13 11:59:14 GMT 2025","670","","API.Tests.CartTests","","API.Tests.CartTests","addItemDeleteItAndCheckCart","Add item to the cart, delete it, check that there is no deleted item in the cart and status code",""
"passed","Sun Jul 13 11:59:13 GMT 2025","Sun Jul 13 11:59:14 GMT 2025","378","","API.Tests.CartTests","","API.Tests.CartTests","addItemCheckCartIDAndItemPresence","Add item to the cart, check status code, check response body and check that item is in the cart",""
"passed","Sun Jul 13 11:59:10 GMT 2025","Sun Jul 13 11:59:10 GMT 2025","654","","API.Tests.CartTests","","API.Tests.CartTests","deleteItemWhichIsNotInTheCart","Add item to the cart, delete it using empty itemID and check status code",""
"passed","Sun Jul 13 12:02:26 GMT 2025","Sun Jul 13 12:02:48 GMT 2025","21770","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemUsingSearchAndCheckItemAndShipping","Add item to the bag, using search and quick shop, which price is bigger than 75$, check that items name and price from search and bag are identical and check status of shipping progress bar",""
"broken","Sun Jul 13 12:08:59 GMT 2025","Sun Jul 13 12:09:11 GMT 2025","12577","","UI.Tests.SingInTests","","UI.Tests.SingInTests","successfulSignIn","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, lastname, click 'Sign In' button and check that authorization was successful",""
"passed","Sun Jul 13 11:59:13 GMT 2025","Sun Jul 13 11:59:13 GMT 2025","119","","API.Tests.CartTests","","API.Tests.CartTests","addItemWithNonExistingID","Add item to the cart with non-existing ID and check status code",""
"passed","Sun Jul 13 11:59:07 GMT 2025","Sun Jul 13 11:59:08 GMT 2025","1266","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidContentType","Post request for guest token for authorization using invalid value for grant type and check status code",""
"passed","Sun Jul 13 11:59:13 GMT 2025","Sun Jul 13 11:59:13 GMT 2025","453","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndDeleteIt","Add item to the cart, delete it and check status code",""
"passed","Sun Jul 13 12:05:54 GMT 2025","Sun Jul 13 12:06:15 GMT 2025","20659","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","changeRadioColorAndChekStateAndPhotos","On current item's page find selected color radio, check that it is selected, click on other first available radio and check that radios states have changed",""
"passed","Sun Jul 13 12:04:03 GMT 2025","Sun Jul 13 12:04:08 GMT 2025","5477","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","transitionToCreateAnAccountPage","Go to 'Create an Account' page and check url and page's header text",""
"passed","Sun Jul 13 11:59:11 GMT 2025","Sun Jul 13 11:59:11 GMT 2025","369","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndCheckCart","Add item to the cart, check status code, response body, go to the cart and compare cart id",""
