"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 15:48:51 GMT 2025","Fri Jul 18 15:48:59 GMT 2025","7864","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithInvalidEmail","Type invalid email, valid first name, valid last name, password, confirm password, pick birth date, click 'I accept' checkbox and check message and 'Create Account' button status",""
"passed","Fri Jul 18 15:52:55 GMT 2025","Fri Jul 18 15:53:17 GMT 2025","21330","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickFilterAndCheckboxTest","On 'Men's Jeans' page pick filter size, check that it is visible, pick one checkbox, check that the filter has appeared",""
"passed","Fri Jul 18 15:49:05 GMT 2025","Fri Jul 18 15:49:10 GMT 2025","5284","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","transitionToCreateAnAccountPage","Go to 'Create an Account' page and check url and page's header text",""
"passed","Fri Jul 18 15:44:20 GMT 2025","Fri Jul 18 15:44:20 GMT 2025","165","","API.Tests.CartTests","","API.Tests.CartTests","addItemToCart","Add item to the cart and check status code",""
"passed","Fri Jul 18 15:44:15 GMT 2025","Fri Jul 18 15:44:15 GMT 2025","103","","API.Tests.CartTests","","API.Tests.CartTests","addMoreItemsThanPossible","Add more then 10 amount of one item to the cart and check status code",""
"passed","Fri Jul 18 15:44:19 GMT 2025","Fri Jul 18 15:44:20 GMT 2025","800","","API.Tests.CartTests","","API.Tests.CartTests","addItemDeleteItAndCheckCart","Add item to the cart, delete it, check that there is no deleted item in the cart and status code",""
"passed","Fri Jul 18 15:50:16 GMT 2025","Fri Jul 18 15:50:43 GMT 2025","27121","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeAndAddItemToBag","On current item's page pick size, click 'Add to bag' and check that 'Added to Bag' modal has appeared",""
"passed","Fri Jul 18 15:44:15 GMT 2025","Fri Jul 18 15:44:15 GMT 2025","624","","API.Tests.CartTests","","API.Tests.CartTests","deleteItemWhichIsNotInTheCart","Add item to the cart, delete it using empty itemID and check status code",""
"passed","Fri Jul 18 15:44:17 GMT 2025","Fri Jul 18 15:44:17 GMT 2025","540","","API.Tests.CartTests","","API.Tests.CartTests","addItemChangeID","Add item to the cart, change itemID of the added to the cart item and check status code",""
"passed","Fri Jul 18 15:47:11 GMT 2025","Fri Jul 18 15:47:42 GMT 2025","30970","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemRemoveItAndCheck","Add item to the bag, remove it and check that bag is empty",""
"passed","Fri Jul 18 15:49:39 GMT 2025","Fri Jul 18 15:49:46 GMT 2025","6078","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchForNonExistingItem","Type name of non-existing item in the 'Search' field and check message",""
"passed","Fri Jul 18 15:44:21 GMT 2025","Fri Jul 18 15:44:21 GMT 2025","64","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsUsingEmptyQuery","Search all items using empty query and check status code",""
"passed","Fri Jul 18 15:51:04 GMT 2025","Fri Jul 18 15:51:29 GMT 2025","25474","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","checkAndChangeAmount","On current item's page check that you can't change amount of item before you choose size, than change amount of item and check it",""
"passed","Fri Jul 18 15:47:42 GMT 2025","Fri Jul 18 15:48:07 GMT 2025","24801","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemUsingSearchAndCheckItemAndShipping","Add item to the bag, using search and quick shop, which price is bigger than 75$, check that items name and price from search and bag are identical and check status of shipping progress bar",""
"passed","Fri Jul 18 15:44:20 GMT 2025","Fri Jul 18 15:44:21 GMT 2025","312","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByName","Search all items by name and check status code",""
"passed","Fri Jul 18 15:48:59 GMT 2025","Fri Jul 18 15:49:05 GMT 2025","6494","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithoutBirthDate","Type valid email, first name, last name, password, confirm password, pick birth date and check message and 'Create Account' button status",""
"passed","Fri Jul 18 15:49:35 GMT 2025","Fri Jul 18 15:49:39 GMT 2025","4780","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchAndWaitSuggestions","Type name of the item in the 'Search' field and check that dropdown is visible",""
