"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 12 13:18:59 GMT 2025","Sat Jul 12 13:19:00 GMT 2025","845","","API.Tests.CartTests","","API.Tests.CartTests","addItemChangeAmountCheckCart","Add item to the cart, change amount of added to the cart item and check that amount has changed",""
"passed","Sat Jul 12 13:18:58 GMT 2025","Sat Jul 12 13:18:58 GMT 2025","419","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndCheckCart","Add item to the cart, check status code, response body, go to the cart and compare cart id",""
"failed","Sat Jul 12 13:25:07 GMT 2025","Sat Jul 12 13:25:12 GMT 2025","5209","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithTooBigPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, password with more than 25 characters, click 'Sign In' button and check message",""
"passed","Sat Jul 12 13:23:39 GMT 2025","Sat Jul 12 13:24:11 GMT 2025","32129","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickFilterAndCheckboxAndDisableFilter","On 'Men's Jeans' page pick filter size, check that it is visible, pick one checkbox, check that it is checked and disable it by clicking on appeared filter button",""
"passed","Sat Jul 12 13:18:54 GMT 2025","Sat Jul 12 13:18:55 GMT 2025","1504","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidContentType","Post request for guest token for authorization using invalid value for grant type and check status code",""
"passed","Sat Jul 12 13:18:58 GMT 2025","Sat Jul 12 13:18:59 GMT 2025","485","","API.Tests.CartTests","","API.Tests.CartTests","addItemChangeID","Add item to the cart, change itemID of the added to the cart item and check status code",""
"broken","Sat Jul 12 13:25:12 GMT 2025","Sat Jul 12 13:25:26 GMT 2025","13146","","UI.Tests.SingInTests","","UI.Tests.SingInTests","successfulSignIn","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, lastname, click 'Sign In' button and check that authorization was successful",""
"passed","Sat Jul 12 13:19:02 GMT 2025","Sat Jul 12 13:19:03 GMT 2025","1209","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByNameAndCheckNames","Search all items by name, check that their names contain the requested text and check status code",""
"passed","Sat Jul 12 13:19:32 GMT 2025","Sat Jul 12 13:19:40 GMT 2025","7881","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithTooBigPassword","Type valid email, first name, last name, invalid password, confirm invalid password, pick birth date, click 'I accept' checkbox and check message and 'Create Account' button status",""
"passed","Sat Jul 12 13:21:39 GMT 2025","Sat Jul 12 13:22:06 GMT 2025","26790","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeAndAddItemToBag","On current item's page pick size, click 'Add to bag' and check that 'Added to Bag' modal has appeared",""
"passed","Sat Jul 12 13:24:11 GMT 2025","Sat Jul 12 13:24:20 GMT 2025","8201","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","goToMeansJeans","Move cursor to Men's section, click on Jeans link, check url and subtitle",""
"passed","Sat Jul 12 13:19:02 GMT 2025","Sat Jul 12 13:19:02 GMT 2025","305","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByName","Search all items by name and check status code",""
"passed","Sat Jul 12 13:21:14 GMT 2025","Sat Jul 12 13:21:39 GMT 2025","25222","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeFromDropdownTest","On current item's page click 'Size' button, check that dropdown is visible, scroll to first size, click on it and check that size have appeared",""
"broken","Sat Jul 12 13:25:26 GMT 2025","Sat Jul 12 13:25:41 GMT 2025","15165","","UI.Tests.SingInTests","","UI.Tests.SingInTests","forgotPasswordCheckWithValidEmail","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, click 'Forgot Password' button and check message",""
"passed","Sat Jul 12 13:18:57 GMT 2025","Sat Jul 12 13:18:58 GMT 2025","104","","API.Tests.CartTests","","API.Tests.CartTests","addMoreItemsThanPossible","Add more then 10 amount of one item to the cart and check status code",""
