"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 13 12:26:31 GMT 2025","Sun Jul 13 12:26:37 GMT 2025","5243","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithInvalidFirstName","Go to 'Sign In' modal inside 'Account' modal, type invalid firstname, valid password, click 'Sign In' button and check message",""
"passed","Sun Jul 13 12:21:46 GMT 2025","Sun Jul 13 12:21:51 GMT 2025","4483","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchAndWaitSuggestions","Type name of the item in the 'Search' field and check that dropdown is visible",""
"passed","Sun Jul 13 12:25:53 GMT 2025","Sun Jul 13 12:25:58 GMT 2025","5151","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithInvalidPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, invalid password, click 'Sign In' button and check message",""
"passed","Sun Jul 13 12:23:42 GMT 2025","Sun Jul 13 12:24:12 GMT 2025","30327","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeAndAddItemToBagAndCheckTransition","On current item's page pick size, click 'Add to bag', get info about added to bag item, check that added to bag modal has appeared, then go to basket and check url and compare info about item",""
"passed","Sun Jul 13 12:21:21 GMT 2025","Sun Jul 13 12:21:28 GMT 2025","7045","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithWrongConfirmPassword","Type valid email, first name, last name, valid password, confirm password incorrectly, pick birth date, click 'I accept checkbox' and check message and 'Create Account' button status",""
"passed","Sun Jul 13 12:19:47 GMT 2025","Sun Jul 13 12:20:21 GMT 2025","33873","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemFromPageAddToBagCheckItemAndShipping","Add item to the bag from section of items in current item's page, which price is less than 75$, check that items name and price from section page and bag are identical and check status, value of shipping progress bar and prices",""
"passed","Sun Jul 13 12:21:57 GMT 2025","Sun Jul 13 12:22:02 GMT 2025","5258","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","typeWithMistakeAndCheckSuggestion","Type the name of the item in the search field and make mistake in one letter - check that simial type of items with correct name has appeared in dropdown",""
"passed","Sun Jul 13 12:24:29 GMT 2025","Sun Jul 13 12:25:01 GMT 2025","31690","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickFilterAndCheckboxAndDisableFilter","On 'Men's Jeans' page pick filter size, check that it is visible, pick one checkbox, check that it is checked and disable it by clicking on appeared filter button",""
"passed","Sun Jul 13 12:21:39 GMT 2025","Sun Jul 13 12:21:46 GMT 2025","6693","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchItemsAndCheckUrlAndSubtitle","Type name of the item in the 'Search' field, click on Loupe-like button and check url and status code",""
"passed","Sun Jul 13 12:25:58 GMT 2025","Sun Jul 13 12:26:03 GMT 2025","4909","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithTooBigPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, password with more than 25 characters, click 'Sign In' button and check message",""
"passed","Sun Jul 13 12:16:14 GMT 2025","Sun Jul 13 12:16:14 GMT 2025","217","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByNameUsingInvalidPath","Search all items by name using invalid path and check status code",""
"passed","Sun Jul 13 12:16:02 GMT 2025","Sun Jul 13 12:16:03 GMT 2025","1498","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidContentType","Post request for guest token for authorization using invalid value for grant type and check status code",""
"passed","Sun Jul 13 12:16:01 GMT 2025","Sun Jul 13 12:16:02 GMT 2025","347","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidAuthValue","Post request for guest token for authorization using invalid Authorization header value and check status code",""
"passed","Sun Jul 13 12:24:12 GMT 2025","Sun Jul 13 12:24:29 GMT 2025","17443","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickRadioOnlineOnly","On 'Men's Jeans' page click on 'Online Exclusives' radio and check its state",""
"passed","Sun Jul 13 12:16:07 GMT 2025","Sun Jul 13 12:16:07 GMT 2025","204","","API.Tests.CartTests","","API.Tests.CartTests","addMoreItemsThanPossible","Add more then 10 amount of one item to the cart and check status code",""
"passed","Sun Jul 13 12:21:28 GMT 2025","Sun Jul 13 12:21:35 GMT 2025","6937","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchAndPickSuggestion","Type name of the item in the search field, check that dropdown is visible, click on the appeared option, check url and subtitle",""
"passed","Sun Jul 13 12:16:14 GMT 2025","Sun Jul 13 12:16:14 GMT 2025","144","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsUsingEmptyQuery","Search all items using empty query and check status code",""
"passed","Sun Jul 13 12:21:03 GMT 2025","Sun Jul 13 12:21:09 GMT 2025","5464","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","transitionToCreateAnAccountPage","Go to 'Create an Account' page and check url and page's header text",""
"passed","Sun Jul 13 12:16:06 GMT 2025","Sun Jul 13 12:16:07 GMT 2025","682","","API.Tests.CartTests","","API.Tests.CartTests","deleteItemWhichIsNotInTheCart","Add item to the cart, delete it using empty itemID and check status code",""
"passed","Sun Jul 13 12:25:32 GMT 2025","Sun Jul 13 12:25:48 GMT 2025","16208","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","goToCurrentItemsPage","On 'Men's Jeans' page scroll to the first item, move cursor to it, click and check url",""
"passed","Sun Jul 13 12:20:57 GMT 2025","Sun Jul 13 12:21:03 GMT 2025","6572","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithoutBirthDate","Type valid email, first name, last name, password, confirm password, pick birth date and check message and 'Create Account' button status",""
"passed","Sun Jul 13 12:22:28 GMT 2025","Sun Jul 13 12:22:54 GMT 2025","26321","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeAndAddItemToBag","On current item's page pick size, click 'Add to bag' and check that 'Added to Bag' modal has appeared",""
"passed","Sun Jul 13 12:20:21 GMT 2025","Sun Jul 13 12:20:30 GMT 2025","8304","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithTooBigPassword","Type valid email, first name, last name, invalid password, confirm invalid password, pick birth date, click 'I accept' checkbox and check message and 'Create Account' button status",""
"passed","Sun Jul 13 12:16:08 GMT 2025","Sun Jul 13 12:16:09 GMT 2025","733","","API.Tests.CartTests","","API.Tests.CartTests","addItemChangeID","Add item to the cart, change itemID of the added to the cart item and check status code",""
"passed","Sun Jul 13 12:16:11 GMT 2025","Sun Jul 13 12:16:11 GMT 2025","178","","API.Tests.CartTests","","API.Tests.CartTests","addItemUsingInvalidPath","Add item to the cart with invalid path and check status code",""
"passed","Sun Jul 13 12:22:54 GMT 2025","Sun Jul 13 12:23:16 GMT 2025","21794","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","changeRadioColorAndChekStateAndPhotos","On current item's page find selected color radio, check that it is selected, click on other first available radio and check that radios states have changed",""
"passed","Sun Jul 13 12:19:19 GMT 2025","Sun Jul 13 12:19:47 GMT 2025","28150","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemUsingSearchAndCheckItemAndShipping","Add item to the bag, using search and quick shop, which price is bigger than 75$, check that items name and price from search and bag are identical and check status of shipping progress bar",""
"passed","Sun Jul 13 12:25:48 GMT 2025","Sun Jul 13 12:25:53 GMT 2025","4653","","UI.Tests.SingInTests","","UI.Tests.SingInTests","forgotPasswordCheckWithValidPassword","Go to 'Sign In' modal inside 'Account' modal, type valid password, click 'Forgot Password' button and check message",""
"broken","Sun Jul 13 12:26:03 GMT 2025","Sun Jul 13 12:26:16 GMT 2025","13011","","UI.Tests.SingInTests","","UI.Tests.SingInTests","successfulSignIn","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, lastname, click 'Sign In' button and check that authorization was successful",""
"passed","Sun Jul 13 12:16:14 GMT 2025","Sun Jul 13 12:16:15 GMT 2025","1346","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByNameAndCheckNames","Search all items by name, check that their names contain the requested text and check status code",""
"passed","Sun Jul 13 12:18:52 GMT 2025","Sun Jul 13 12:19:19 GMT 2025","26838","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemRemoveItAndCheck","Add item to the bag, remove it and check that bag is empty",""
"passed","Sun Jul 13 12:23:16 GMT 2025","Sun Jul 13 12:23:42 GMT 2025","26058","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","checkAndChangeAmount","On current item's page check that you can't change amount of item before you choose size, than change amount of item and check it",""
"broken","Sun Jul 13 12:17:43 GMT 2025","Sun Jul 13 12:18:18 GMT 2025","35296","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemChangeQuantityAndCheckIt","Add item to the bag, edit it's amount, check that amount and price have changed",""
"passed","Sun Jul 13 12:16:11 GMT 2025","Sun Jul 13 12:16:12 GMT 2025","1092","","API.Tests.CartTests","","API.Tests.CartTests","addItemDeleteItAndCheckCart","Add item to the cart, delete it, check that there is no deleted item in the cart and status code",""
"passed","Sun Jul 13 12:16:45 GMT 2025","Sun Jul 13 12:16:51 GMT 2025","5910","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","goToBagCheckHeaderAndUrl","Click on bag button, check text of page's header and url",""
"passed","Sun Jul 13 12:16:10 GMT 2025","Sun Jul 13 12:16:11 GMT 2025","801","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndDeleteIt","Add item to the cart, delete it and check status code",""
"passed","Sun Jul 13 12:16:15 GMT 2025","Sun Jul 13 12:16:45 GMT 2025","29730","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemAndGoToCheckOut","Add item to the bag, click on 'Let's Check Out' button and check url and page's title",""
"passed","Sun Jul 13 12:16:04 GMT 2025","Sun Jul 13 12:16:04 GMT 2025","461","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postForValidGuestTokenCheckBody","Post request for guest token for authorization, check status code and response body",""
"passed","Sun Jul 13 12:16:10 GMT 2025","Sun Jul 13 12:16:10 GMT 2025","198","","API.Tests.CartTests","","API.Tests.CartTests","addItemWithNonExistingID","Add item to the cart with non-existing ID and check status code",""
"passed","Sun Jul 13 12:20:50 GMT 2025","Sun Jul 13 12:20:57 GMT 2025","7126","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithInvalidEmail","Type invalid email, valid first name, valid last name, password, confirm password, pick birth date, click 'I accept' checkbox and check message and 'Create Account' button status",""
"passed","Sun Jul 13 12:16:07 GMT 2025","Sun Jul 13 12:16:07 GMT 2025","534","","API.Tests.CartTests","","API.Tests.CartTests","addItemAndCheckCart","Add item to the cart, check status code, response body, go to the cart and compare cart id",""
"broken","Sun Jul 13 12:20:30 GMT 2025","Sun Jul 13 12:20:50 GMT 2025","20069","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","successfulCreation","Successful creation of an account test (fill all necessary field with valid fields pick birth date and agree with policies)",""
"broken","Sun Jul 13 12:26:37 GMT 2025","Sun Jul 13 12:26:53 GMT 2025","16151","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithTooSmallPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, password with less than 8 characters, click 'Sign In' button and check message",""
"broken","Sun Jul 13 12:21:09 GMT 2025","Sun Jul 13 12:21:21 GMT 2025","12294","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithWrongAlreadyUsedEmail","Type email of another user, valid first name, last name, valid password, confirm password, pick birth date, click 'I accept checkbox' and check message and 'Create Account' button status",""
