"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 17 06:15:38 GMT 2025","Thu Jul 17 06:15:53 GMT 2025","14455","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","goToCurrentItemsPage","On 'Men's Jeans' page scroll to the first item, move cursor to it, click and check url",""
"passed","Thu Jul 17 06:10:59 GMT 2025","Thu Jul 17 06:11:05 GMT 2025","6747","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithoutBirthDate","Type valid email, first name, last name, password, confirm password, pick birth date and check message and 'Create Account' button status",""
"passed","Thu Jul 17 06:05:43 GMT 2025","Thu Jul 17 06:05:43 GMT 2025","595","","API.Tests.CartTests","","API.Tests.CartTests","addItemChangeID","Add item to the cart, change itemID of the added to the cart item and check status code",""
"passed","Thu Jul 17 06:14:36 GMT 2025","Thu Jul 17 06:15:07 GMT 2025","31332","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickFilterAndCheckboxAndDisableFilter","On 'Men's Jeans' page pick filter size, check that it is visible, pick one checkbox, check that it is checked and disable it by clicking on appeared filter button",""
"passed","Thu Jul 17 06:08:45 GMT 2025","Thu Jul 17 06:09:15 GMT 2025","30033","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemRemoveItAndCheck","Add item to the bag, remove it and check that bag is empty",""
"passed","Thu Jul 17 06:05:49 GMT 2025","Thu Jul 17 06:06:20 GMT 2025","30864","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemAndGoToCheckOut","Add item to the bag, click on 'Let's Check Out' button and check url and page's title",""
"passed","Thu Jul 17 06:16:02 GMT 2025","Thu Jul 17 06:16:08 GMT 2025","5349","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithTooBigPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, password with more than 25 characters, click 'Sign In' button and check message",""
"passed","Thu Jul 17 06:08:12 GMT 2025","Thu Jul 17 06:08:45 GMT 2025","33119","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","addItemCheckPriceInBagAndCheckout","Add item to the bag, click on 'Let's Check Out' button and check that price in the bag page is the same as in checkout page",""
"passed","Thu Jul 17 06:13:00 GMT 2025","Thu Jul 17 06:13:22 GMT 2025","21926","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","changeRadioColorAndChekStateAndPhotos","On current item's page find selected color radio, check that it is selected, click on other first available radio and check that radios states have changed",""
"passed","Thu Jul 17 06:05:37 GMT 2025","Thu Jul 17 06:05:37 GMT 2025","269","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidAuthValue","Post request for guest token for authorization using invalid Authorization header value and check status code",""
"passed","Thu Jul 17 06:11:53 GMT 2025","Thu Jul 17 06:11:57 GMT 2025","4222","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchAndWaitSuggestions","Type name of the item in the 'Search' field and check that dropdown is visible",""
"passed","Thu Jul 17 06:06:20 GMT 2025","Thu Jul 17 06:06:25 GMT 2025","5219","","UI.Tests.CartAndCheckoutTests","","UI.Tests.CartAndCheckoutTests","goToBagCheckHeaderAndUrl","Click on bag button, check text of page's header and url",""
"passed","Thu Jul 17 06:05:47 GMT 2025","Thu Jul 17 06:05:47 GMT 2025","463","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByName","Search all items by name and check status code",""
"passed","Thu Jul 17 06:05:45 GMT 2025","Thu Jul 17 06:05:45 GMT 2025","163","","API.Tests.CartTests","","API.Tests.CartTests","addItemUsingInvalidPath","Add item to the cart with invalid path and check status code",""
"passed","Thu Jul 17 06:05:47 GMT 2025","Thu Jul 17 06:05:48 GMT 2025","109","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByNameUsingInvalidPath","Search all items by name using invalid path and check status code",""
"broken","Thu Jul 17 06:11:11 GMT 2025","Thu Jul 17 06:11:28 GMT 2025","17568","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","CreationWithWrongAlreadyUsedEmail","Type email of another user, valid first name, last name, valid password, confirm password, pick birth date, click 'I accept checkbox' and check message and 'Create Account' button status",""
"passed","Thu Jul 17 06:13:22 GMT 2025","Thu Jul 17 06:13:47 GMT 2025","25175","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","checkAndChangeAmount","On current item's page check that you can't change amount of item before you choose size, than change amount of item and check it",""
"passed","Thu Jul 17 06:16:44 GMT 2025","Thu Jul 17 06:16:49 GMT 2025","4634","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithInvalidFirstName","Go to 'Sign In' modal inside 'Account' modal, type invalid firstname, valid password, click 'Sign In' button and check message",""
"passed","Thu Jul 17 06:13:47 GMT 2025","Thu Jul 17 06:14:17 GMT 2025","29351","","UI.Tests.JeansItemsTests","","UI.Tests.JeansItemsTests","pickSizeAndAddItemToBagAndCheckTransition","On current item's page pick size, click 'Add to bag', get info about added to bag item, check that added to bag modal has appeared, then go to basket and check url and compare info about item",""
"passed","Thu Jul 17 06:15:53 GMT 2025","Thu Jul 17 06:15:57 GMT 2025","4640","","UI.Tests.SingInTests","","UI.Tests.SingInTests","forgotPasswordCheckWithValidPassword","Go to 'Sign In' modal inside 'Account' modal, type valid password, click 'Forgot Password' button and check message",""
"passed","Thu Jul 17 06:11:47 GMT 2025","Thu Jul 17 06:11:53 GMT 2025","6092","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","searchItemsAndCheckUrlAndSubtitle","Type name of the item in the 'Search' field, click on Loupe-like button and check url and status code",""
