"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 12 22:00:40 GMT 2025","Sat Jul 12 22:00:46 GMT 2025","5225","","UI.Tests.SingInTests","","UI.Tests.SingInTests","forgotPasswordCheckWithValidPassword","Go to 'Sign In' modal inside 'Account' modal, type valid password, click 'Forgot Password' button and check message",""
"passed","Sat Jul 12 22:00:26 GMT 2025","Sat Jul 12 22:00:40 GMT 2025","14540","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","goToCurrentItemsPage","On 'Men's Jeans' page scroll to the first item, move cursor to it, click and check url",""
"passed","Sat Jul 12 21:51:08 GMT 2025","Sat Jul 12 21:51:09 GMT 2025","930","","API.Tests.CartTests","","API.Tests.CartTests","addItemChangeAmountCheckCart","Add item to the cart, change amount of added to the cart item and check that amount has changed",""
"passed","Sat Jul 12 21:56:02 GMT 2025","Sat Jul 12 21:56:07 GMT 2025","5306","","UI.Tests.CreateAnAccountTests","","UI.Tests.CreateAnAccountTests","transitionToCreateAnAccountPage","Go to 'Create an Account' page and check url and page's header text",""
"failed","Sat Jul 12 22:00:52 GMT 2025","Sat Jul 12 22:00:57 GMT 2025","5530","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithTooBigPassword","Go to 'Sign In' modal inside 'Account' modal, type valid firstname, password with more than 25 characters, click 'Sign In' button and check message",""
"passed","Sat Jul 12 22:01:25 GMT 2025","Sat Jul 12 22:01:31 GMT 2025","5072","","UI.Tests.SingInTests","","UI.Tests.SingInTests","authorizationWithInvalidFirstName","Go to 'Sign In' modal inside 'Account' modal, type invalid firstname, valid password, click 'Sign In' button and check message",""
"passed","Sat Jul 12 21:51:01 GMT 2025","Sat Jul 12 21:51:01 GMT 2025","318","","API.Tests.AuthorizationTests","","API.Tests.AuthorizationTests","postGuestTokenWithInvalidAuthValue","Post request for guest token for authorization using invalid Authorization header value and check status code",""
"passed","Sat Jul 12 22:00:04 GMT 2025","Sat Jul 12 22:00:26 GMT 2025","21965","","UI.Tests.MensJeansTests","","UI.Tests.MensJeansTests","pickFilterAndCheckboxTest","On 'Men's Jeans' page pick filter size, check that it is visible, pick one checkbox, check that the filter has appeared",""
"passed","Sat Jul 12 21:56:33 GMT 2025","Sat Jul 12 21:56:37 GMT 2025","4200","","UI.Tests.HomePageSearchTests","","UI.Tests.HomePageSearchTests","clickSearchAndCheckModal","Click on Loupe-like button and switch to a modal window with Search",""
"passed","Sat Jul 12 21:51:12 GMT 2025","Sat Jul 12 21:51:13 GMT 2025","1345","","API.Tests.SearchTests","","API.Tests.SearchTests","getItemsByNameAndCheckNames","Search all items by name, check that their names contain the requested text and check status code",""
